,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
GUT_0074,0.35236,-0.30396,0.36009,0.09396,-0.99017,0.16599,1.01911,0.84396,-0.37565,-0.68563,-0.47501,-0.19883,-2.14226,-0.11367,-1.3965,-0.512,-0.66515,-0.46116,0.42597,1.21388,-0.22061,1.45527,-1.12255,0.42458,0.78386,-0.03672,-1.37495,-1.28403,-0.89411,0.37156,-1.2401,-0.14085
GUT_0075,-0.13113,0.17052,0.70591,-0.20327,-0.41557,0.19564,1.42022,1.15362,-0.90797,-1.14251,-1.37614,0.17811,-2.81505,0.4126,-1.15737,-0.88565,-0.26094,-0.51241,0.44142,0.97129,-0.12824,1.22658,-0.55566,0.16655,0.9316,0.25114,-0.89238,-0.71282,-0.33629,0.14631,-1.13812,-0.22137
GUT_0076,0.09256,-0.18516,0.66712,0.45985,-0.30773,0.57399,1.43333,0.79613,-0.9689,-1.32231,-0.32673,0.34113,-2.68954,-0.66233,-0.8272,-0.37601,-0.7009,-0.3356,0.42413,1.31831,-0.25053,1.51441,-0.59675,0.42667,1.16697,0.13068,-1.06383,-0.69612,-0.57949,0.44465,-0.94343,-0.45368
GUT_0077,0.19328,-0.23318,0.89294,-0.07303,-0.62758,0.18662,1.10553,0.87964,-0.65018,-1.12524,-0.61051,-0.07244,-2.7148,0.01674,-1.37282,-0.63208,-0.81054,0.06226,0.58452,0.82035,-0.04152,1.70215,-0.70935,-0.07382,1.01767,0.55586,-1.14281,-0.66552,-0.51594,0.1974,-0.96168,-0.2061
GUT_0078,0.10422,-0.366,0.51274,0.84804,-0.74716,0.47381,1.38058,0.46709,-0.99054,-1.71947,-0.66149,-0.28734,-2.54934,-0.60257,-1.07761,-0.58305,-0.17267,-0.36027,0.59615,1.32491,0.39448,1.05408,-0.86778,0.10627,0.55681,0.27262,-0.56147,-1.27118,-0.72916,0.29862,-1.13254,-0.15192
GUT_0079,0.40741,-0.58957,0.97949,-0.01555,-0.81918,0.51232,1.05908,0.63277,-0.78998,-0.92512,-1.07775,-0.219,-2.74792,-0.51997,-1.28305,-1.06221,-0.46666,-0.28985,0.59218,1.52252,-0.37565,1.24623,-0.81627,0.23847,1.00431,0.24397,-0.86999,-0.5888,-0.52564,0.19122,-1.2321,-0.04218
GUT_0080,-0.41252,-0.19307,0.78874,0.00058,-0.55985,0.48973,0.84915,1.14576,-1.17716,-1.24154,-0.47953,-0.08416,-2.20824,-0.09533,-1.37884,-0.83836,-0.34329,-0.23968,0.56175,1.14522,-0.27087,1.10222,-0.92054,0.01752,0.40127,-0.05349,-0.9687,-0.90564,-0.5148,0.31348,-0.72816,-0.45441
GUT_0081,-0.09266,-0.43036,0.65533,0.17079,-0.60499,0.50218,1.38195,1.2,-0.69292,-1.22712,-0.34308,-0.06658,-2.20952,0.03004,-1.02025,-0.52431,-0.38799,-0.38683,0.65774,0.9168,-0.23357,1.31338,-0.52968,0.75389,1.23379,0.41261,-0.57054,-0.88283,-0.6746,0.07441,-0.97465,0.21762
GUT_0082,0.27113,-0.46716,0.47538,0.23402,-0.27976,0.21333,1.44374,0.47648,-0.57762,-0.90851,-0.67328,-0.11243,-1.65617,-0.20638,-0.90002,-0.89463,-0.84133,-0.69867,0.66065,0.62811,-0.62742,1.21313,-0.76231,0.28267,0.59344,-0.1078,-0.72922,-1.4049,-0.43323,0.37168,-0.6663,-0.09525
GUT_0083,0.49936,-0.10018,1.16226,0.25486,-0.67499,0.40778,0.86858,1.24985,-0.77207,-0.95722,-0.07093,0.04394,-2.31547,-0.25654,-1.15264,-0.17816,-0.22325,-0.25594,0.67675,0.52802,-0.09755,0.65908,-0.38412,-0.19068,1.04038,-0.1317,-0.10372,-1.23786,-0.53993,0.64334,-0.8987,-0.15734
GUT_0084,-0.06166,-0.1735,0.6295,0.28762,-0.51536,0.57327,0.93226,1.29975,-0.58929,-0.85554,-0.49023,0.01595,-2.28974,-0.50717,-1.30244,-0.68568,-0.51059,-0.72539,0.53433,0.79168,-0.1822,1.57928,-0.84177,0.32023,0.79343,0.22909,-1.03155,-1.30952,-0.97629,0.76418,-0.84015,0.19538
GUT_0085,0.01444,-0.4478,0.85216,0.03129,-0.47069,0.46633,1.45187,0.89389,-1.2811,-1.56243,-0.4819,0.52805,-2.33383,0.12615,-1.84008,-0.35974,-0.82816,-0.56967,0.33669,1.11668,-0.42797,1.61549,-1.02574,0.38552,0.68252,0.14736,-1.24789,-1.16655,-0.76999,0.44761,-1.56954,0.22355
GUT_0086,0.47051,-0.08465,0.00354,-0.09435,-0.32626,0.73668,1.05626,1.23027,-0.65998,-1.10492,-0.6764,0.42007,-2.75192,-0.05819,-0.86149,-0.53998,-0.61592,-0.18691,0.47698,0.97368,0.13887,1.70216,-1.00537,0.81613,0.91641,0.05133,-0.51189,-1.11353,-0.34068,0.13833,-1.01835,-0.11232
GUT_0087,0.42703,0.01132,0.76524,0.32614,-1.058,0.58891,1.88075,0.68851,-0.07422,-1.71294,-0.79764,0.2099,-2.47446,-0.44131,-1.20765,-0.62295,-0.32565,-0.38434,-0.09552,1.18566,0.19532,1.25115,-0.46851,0.0107,0.72288,-0.2026,-0.71949,-1.2146,-0.04366,0.3483,-0.99872,-0.03022
GUT_0088,-0.08341,-0.11028,0.53134,0.23954,-0.63245,0.37931,1.56653,0.74743,-0.74066,-1.32377,-0.77566,0.68105,-2.03269,-0.38347,-1.40646,-0.64693,-0.22763,-0.34191,0.62476,0.60574,-0.02744,1.69779,-0.6246,0.19265,1.18128,-0.15183,-0.81405,-0.76822,-0.6847,0.883,-1.057,-0.71228
GUT_0089,0.11655,-0.0089,0.80122,0.07962,-0.362,0.46111,1.54419,0.82814,-0.79803,-1.10635,-0.44598,0.03737,-2.29906,0.02155,-1.457,-1.0308,-0.34397,-0.21822,0.23707,0.97234,-0.31717,1.23705,-0.33354,0.36496,0.62627,0.22585,-0.61103,-0.93667,-0.47456,0.34662,-0.81681,-0.23333
GUT_0090,0.37088,0.06134,0.53525,0.81519,0.09215,0.09854,1.56148,0.69801,-0.69269,-0.87697,-0.42977,-0.25712,-2.19556,-0.83203,-1.64244,-0.72345,-0.75067,0.07803,0.445,1.36191,-0.09914,1.40884,-0.62199,0.84314,1.30787,-0.18564,-0.80847,-0.50022,-0.8342,0.67994,-0.85101,-0.46432
GUT_0091,0.56152,-0.07348,0.77899,0.2266,-0.5971,0.4609,1.14706,0.80378,-0.93467,-1.35892,-0.71692,0.08799,-2.41142,-0.63315,-1.52229,-0.79926,-0.41197,-0.38867,0.50932,0.65786,0.16879,1.25115,-0.86666,0.3612,1.01615,0.03751,-0.57849,-1.36325,-0.48274,0.43545,-0.88973,-0.28008
GUT_0092,-0.1566,-0.06661,0.67197,0.2794,-0.82097,0.76204,1.5219,1.52679,-0.68358,-1.4159,-1.07248,-0.07668,-2.64226,-0.72159,-1.46245,-0.79767,-0.58599,0.32991,0.80145,1.09153,0.05161,1.27222,-0.76863,0.47614,0.87563,0.49429,-0.55542,-1.18043,-0.83028,0.25998,-0.70852,-0.47054
GUT_0093,0.27607,-0.12459,0.55758,0.72702,-0.6091,0.07936,1.32493,0.63493,-1.10001,-1.02408,-0.76251,0.1641,-2.60187,-0.27885,-1.55327,-0.96813,-0.1064,-0.12868,0.58224,1.03737,-0.2153,1.35999,-0.77266,0.48055,0.88014,0.1436,-0.07414,-0.92228,-0.72949,0.61874,-1.26725,-0.46786
GUT_0094,-0.1264,-0.1068,0.99493,-0.12113,-0.48151,0.97289,1.27255,0.53031,-0.7983,-1.33499,-0.75287,0.47968,-2.2718,-0.20822,-1.10546,-0.69218,-1.02581,-0.14594,0.55005,1.14125,0.05649,1.64672,-0.31691,-0.04761,0.71455,-0.16016,-0.85724,-0.82958,-0.90409,0.38745,-1.38816,-0.45757
GUT_0095,0.20601,-0.6465,1.03079,-0.13642,0.00529,-0.02316,1.51991,1.08947,-0.76198,-1.62339,-0.74034,0.36373,-2.11049,-0.00374,-0.87283,-0.61059,-0.55972,-0.09807,0.58597,1.38694,-0.00911,1.51932,-0.4121,0.35158,0.6324,0.08527,-0.71864,-0.63981,-0.29443,0.09509,-0.9518,-0.28371
GUT_0096,-0.1354,0.13386,0.55469,0.21294,-0.63564,0.19602,1.14651,1.15837,-1.12816,-1.23597,-0.78417,-0.08542,-1.86919,-0.39406,-1.43019,-1.11896,-1.0118,-0.37665,0.24028,1.21524,-0.0779,1.13892,-0.29807,0.62638,0.90822,0.28991,-0.31527,-0.82331,-0.59449,0.24949,-0.96619,-0.13978
GUT_0097,-0.28729,-0.33223,0.37379,0.19353,-0.60283,0.44976,1.18041,0.76499,-0.4494,-1.16467,-0.68311,-0.3744,-2.64668,-0.51489,-1.26121,-0.97192,-0.27675,-0.1307,0.3704,0.82958,-0.25419,1.43923,-0.65994,0.29843,1.1967,0.00661,-0.77801,-0.78323,-0.39003,0.4904,-1.1327,-0.40385
GUT_0098,0.32371,0.04834,0.81718,-0.13887,-0.55986,0.22671,1.18726,0.97792,-0.32476,-0.7433,-0.82899,0.03113,-2.52626,-0.41374,-1.31349,-1.1377,-0.45438,-0.59819,0.36791,0.8429,0.04133,1.56653,-0.51406,0.33646,0.50109,-0.17092,-0.63293,-1.07423,-0.53793,0.34871,-0.4814,-0.39554
GUT_0099,-0.15582,-0.2183,0.57718,-0.00409,-0.40854,0.28918,0.78842,1.07895,-0.58357,-1.62426,-0.79233,-0.07922,-2.15559,-0.28149,-1.00825,-0.92168,-0.33122,-0.31589,0.31884,1.25083,0.07048,1.5103,-0.69728,0.61316,1.2019,0.01623,-0.71662,-1.30079,-0.62817,0.46359,-1.24848,-0.12568
GUT_0100,0.16058,-0.60139,0.53476,0.21049,-0.38381,0.47769,1.6216,1.01025,-1.17717,-1.42531,-0.57043,-0.12973,-2.23804,-0.14786,-0.84274,-0.90866,-0.84476,-0.62998,0.29268,1.1676,-0.16766,1.19414,-0.94231,0.29269,1.05847,0.37284,-0.43137,-0.74415,-0.38172,0.06427,-0.93183,0.16177
GUT_0101,0.12634,-0.0137,0.40893,-0.21529,-0.78152,-0.12534,1.51896,1.54299,-0.75591,-1.46391,-0.53434,0.43997,-2.30241,0.10225,-1.24829,-0.67408,-0.92335,-0.22888,0.17904,0.78066,-0.5202,1.51665,-0.09386,0.1713,0.83607,0.00386,-0.63322,-0.67586,-0.4669,0.12015,-1.45896,-0.05099
GUT_0102,-0.16778,-0.37865,0.52894,-0.11949,-0.34126,0.12378,1.17771,0.68545,-0.53102,-1.37318,-0.62194,0.17949,-2.3276,-0.25426,-1.05789,-0.6386,-0.51529,-0.41251,0.4524,0.86272,0.24537,1.4374,-0.55261,0.19118,0.84767,0.26658,-1.23079,-0.98937,-0.61817,-0.0633,-0.83952,-0.40116
GUT_0103,-0.344,0.12628,0.90696,-0.40622,-0.59266,0.4333,1.55845,0.81444,-0.74519,-1.07927,-0.84871,0.18686,-2.04876,-0.48097,-1.17107,-0.71276,-0.80687,-0.27836,0.34721,0.84407,-0.21883,1.12222,-0.56565,0.4539,1.09261,0.11911,-0.69075,-1.06149,-0.29484,0.06396,-0.86846,-0.32361
GUT_0104,0.53437,0.08191,0.52808,-0.24248,-0.91138,0.43167,1.34495,0.46458,-0.74346,-0.99617,-0.62967,0.03324,-2.61508,-0.04639,-1.42259,-0.87485,-0.25772,-0.56961,0.361,1.03999,-0.03224,1.75092,-0.66978,0.48204,0.88039,-0.3245,-0.46541,-0.73862,-0.15739,-0.04282,-0.97414,0.26614
GUT_0105,0.19975,-0.3721,0.58895,-0.08646,-0.27423,0.26077,1.28116,1.14569,-0.73674,-1.0055,-0.66537,0.22852,-2.57791,-0.22308,-1.61479,-0.94798,-0.72878,0.16693,0.14696,1.52708,0.03654,1.48193,-0.84749,0.55503,1.37526,0.33874,-0.64406,-0.90267,-0.28503,0.25999,-1.06143,0.0084
GUT_0106,0.65179,0.10794,0.51984,0.05815,-0.27052,0.15568,1.77108,0.89831,-0.66909,-1.15992,0.19103,0.01946,-2.46811,-0.31972,-1.08154,-0.30817,-0.79857,-0.40443,0.35681,0.946,0.24673,1.58788,-0.31109,0.23157,0.62927,0.08123,-0.93039,-0.86796,-0.1928,-0.32645,-0.825,0.32628
GUT_0107,-0.16873,-0.35033,0.66897,0.56104,-0.13342,0.39005,1.5607,0.25569,-0.79179,-1.32815,-0.47987,-0.1546,-2.54631,-0.44953,-1.10353,-0.63858,-0.63587,-0.08211,0.37639,0.88565,-0.30208,0.84294,-0.62413,0.52514,1.02801,0.75931,-0.83145,-1.24417,-0.0108,0.61168,-1.20568,-0.22392
GUT_0108,0.04151,0.06041,0.88626,0.60066,-0.63877,0.55524,1.56465,1.00763,-0.29797,-1.15473,-0.58742,0.57313,-2.51747,0.0799,-1.42952,-0.58265,-0.33999,-0.07718,0.77485,0.87631,-0.44003,1.4196,-0.58378,0.33182,1.52722,0.1262,-1.06301,-1.10005,-0.33919,0.19751,-0.7126,0.01391
GUT_0109,0.33078,-0.16129,1.03176,0.38745,-0.70964,0.47361,1.56479,1.30992,-0.5839,-1.04885,-1.11009,-0.02125,-2.32277,-0.47285,-1.24627,-0.79737,-0.83425,-0.17521,0.24664,0.94515,0.11395,1.20511,-0.31503,0.46937,0.69544,-0.26897,-0.72317,-1.10475,-0.75286,-0.09762,-1.13925,-0.32812
GUT_0110,-0.00654,-0.28779,0.45186,0.43038,-0.46778,0.89826,1.50193,1.03982,-0.38975,-0.97256,-1.02831,-0.15967,-2.38147,-0.14743,-1.17557,-1.11812,-0.44988,-0.20442,0.18682,0.75042,0.01405,1.25579,-0.45273,0.60464,0.99751,-0.26452,-0.96619,-1.37917,-0.58507,-0.00227,-0.61873,-0.04794
GUT_0111,0.57714,-0.35133,0.13655,-0.08314,-0.89586,0.56578,1.04734,1.07516,-0.32737,-1.49541,-0.65276,0.51858,-2.39202,-0.28294,-1.32378,-0.91978,-0.74271,-0.05491,0.72167,0.81708,0.37314,1.77842,-0.74243,-0.06226,0.64801,0.04334,-0.80394,-0.4921,-0.77724,0.19155,-1.05783,-0.00367
GUT_0112,0.121,-0.24775,0.778,0.24266,-0.7533,0.5746,1.38622,0.91787,-0.45918,-0.94408,-0.81476,-0.04879,-2.29826,0.19672,-1.14603,-0.67326,-0.04317,-0.37571,0.65626,0.87343,-0.10427,1.59522,-0.8443,0.18696,0.87059,0.46892,-1.15625,-1.07021,-0.2099,-0.32868,-0.53669,-0.16813
GUT_0113,0.33264,-0.2949,0.71165,-0.08005,-0.69449,-0.06763,0.59534,0.93309,-0.11297,-1.33863,-0.74491,0.1637,-2.49255,-0.3474,-1.56141,-0.96443,-0.27483,-0.52924,0.4622,0.95013,-0.34583,1.4441,-0.45854,0.04588,0.99069,0.29057,-0.82006,-0.94167,-0.45649,0.27109,-1.29161,-0.33814
GUT_0114,0.1041,-0.15028,0.44553,0.13818,-0.20875,0.16333,1.15011,0.90698,-1.00554,-1.41588,-0.99415,-0.42532,-2.24131,-0.00943,-0.8117,-0.77251,-0.30537,-0.38998,0.22798,1.20379,-0.19136,1.53107,-0.59207,0.10753,0.62822,-0.16499,-0.90835,-0.69484,-0.48586,0.57586,-0.87322,-0.25362
GUT_0115,0.39696,0.19401,0.58206,0.54209,-0.5518,0.35562,1.58912,0.95019,-0.8173,-1.35509,-1.0529,0.0218,-2.33003,0.08592,-1.08491,-0.91869,-0.34269,-0.24301,0.80316,1.26842,-0.15445,1.6274,-0.75846,0.11172,0.964,0.23323,-0.48212,-0.929,-0.44321,0.40148,-1.02774,0.19341
GUT_0116,0.05678,0.1449,0.61746,-0.23379,-0.34153,0.08049,1.62477,1.17324,-0.32739,-0.95192,-0.34945,0.22023,-2.40243,-0.24407,-1.24238,-0.68281,-0.67867,-0.49895,0.76662,0.74977,0.14144,1.87548,-0.91938,0.69922,0.87497,0.46054,-0.88389,-0.5978,-0.62949,-0.1068,-0.56717,-0.41747
GUT_0117,0.0473,0.16567,0.42416,-0.00406,-0.33785,0.1818,1.56266,1.2159,-0.2072,-0.74018,-0.80397,-0.13757,-2.55335,-0.22297,-1.27735,-0.78643,-0.83136,0.00884,0.04105,0.90811,0.07155,1.52329,-0.71695,0.58947,0.82093,0.58952,-0.4814,-1.1089,-0.24323,0.16546,-0.91333,0.09672
GUT_0118,0.05907,0.14143,0.75113,-0.0329,-0.87538,0.05555,1.37832,0.67526,-0.82737,-1.32702,-0.78356,-0.07043,-2.17324,0.06095,-1.12921,-0.57096,-0.41067,-0.42597,0.45799,0.61989,-0.10826,1.25956,-0.35581,-0.11298,0.63597,0.66383,-0.55976,-0.57603,-0.6549,-0.14326,-0.88901,-0.16911
GUT_0119,0.33931,-0.51896,0.51288,-0.44673,-0.39892,0.24528,0.9863,1.03695,-0.98009,-1.01336,-0.444,0.59999,-2.51321,0.01984,-1.35866,-1.03323,-0.0797,-0.58165,0.82429,0.95366,0.05259,1.25972,-0.85849,0.12643,0.79913,0.15553,-0.39314,-1.12014,-0.4506,0.15285,-1.03069,-0.46494
GUT_0120,0.11767,0.46914,1.01502,0.00365,-0.8594,-0.06581,1.53982,1.24805,-0.18454,-1.33108,-0.52592,-0.04435,-1.96884,0.01335,-1.43954,-0.68999,-0.79407,-0.2885,0.05776,1.09158,0.16963,1.68246,-0.97498,0.36428,0.56967,0.36696,-0.64172,-1.20544,-0.68609,0.36001,-1.43429,-0.19198
GUT_0121,0.05936,-0.10951,0.78488,-0.20728,-0.67612,0.56182,0.65123,1.19219,-0.36937,-0.7912,-1.21321,-0.07346,-2.4869,0.14403,-1.07907,-0.47617,-0.36048,-0.69729,0.51664,0.49806,-0.01806,1.41677,-0.7103,0.41114,1.08219,-0.10139,-0.65387,-0.55769,-0.35879,0.27787,-1.01325,-0.53363
GUT_0122,0.13579,-0.20668,0.55152,-0.04255,-0.71174,0.59468,1.64545,1.00761,-0.99253,-1.28197,-0.06814,0.11942,-2.374,-0.42358,-1.11336,-0.79209,-0.22324,-0.04462,0.54017,1.06133,0.00615,1.44538,-0.72364,0.68397,0.88029,-0.03968,-1.16291,-0.97544,-0.84115,0.41088,-1.21114,-0.43799
GUT_0123,0.05,0.04288,0.40842,0.36062,-0.35102,0.77149,1.19028,1.22938,-0.90773,-1.23905,-0.68224,0.38875,-2.21584,0.27131,-1.14588,-0.68736,-0.56053,-0.24755,0.23266,0.77625,-0.26109,1.27696,-0.79251,0.89852,0.85983,0.02151,-0.4275,-0.69489,-0.63832,0.43545,-0.75451,-0.41539
GUT_0124,0.35386,-0.31611,0.94173,0.24347,-0.76245,0.303,1.76449,1.04682,-1.17509,-1.57455,-0.24416,0.02906,-2.28161,-0.50947,-0.85995,-0.76005,-0.69428,-0.3463,1.16506,1.05065,-0.03434,1.00885,-0.82195,-0.11331,1.14317,-0.0757,-0.85515,-0.8899,-0.36639,0.73582,-1.00324,0.05539
GUT_0125,-0.05221,-0.14636,0.70534,0.36929,-0.30507,0.22096,1.3782,1.21745,-1.03757,-1.43383,-0.94094,0.19352,-2.33074,-0.43639,-1.11844,-0.82132,-0.29752,-0.36514,0.49433,0.69533,-0.01525,1.27181,-1.08814,-0.10127,0.66008,0.28992,-1.2732,-0.62776,-0.50121,0.2787,-0.82115,-0.40694
GUT_0126,-0.02153,0.08184,0.67108,0.29383,-0.32074,0.4618,1.49733,0.66612,-1.031,-0.9022,-0.71782,0.20418,-2.05064,-0.12688,-1.04399,-1.03567,-0.8728,-0.60568,0.25962,0.39132,-0.22939,0.90347,-0.41605,0.45964,1.025,-0.39025,-0.84157,-0.55803,-0.636,0.43463,-1.23147,-0.24751
GUT_0127,0.45463,-0.14427,0.25676,-0.25814,-0.32825,0.4367,1.66788,0.82805,-0.61477,-1.43928,-0.45706,-0.47921,-2.31564,-0.44051,-1.27828,-0.47861,-0.44742,-0.15958,0.21321,0.37454,-0.41001,1.4319,-0.95749,0.44427,0.44303,0.05481,-0.41046,-0.79605,-0.67011,0.38997,-1.04291,-0.36519
GUT_0128,-0.36419,-0.29236,1.02611,0.07609,-0.0407,0.54999,1.54116,0.53076,-0.82308,-0.88831,-0.28,0.09038,-2.49094,-0.44323,-1.31398,-0.75899,-0.78943,-0.5597,0.55332,1.35939,-0.02485,1.39563,-0.32371,0.05108,0.86282,-0.0053,-0.87443,-1.16161,-0.20765,0.36805,-1.06757,0.17375
GUT_0129,-0.10838,0.28712,0.59551,0.18283,-0.62407,0.6364,1.44099,1.06865,-0.66445,-1.05061,-0.49492,0.19666,-2.68195,0.08638,-0.9731,-0.55859,-0.61444,-0.30527,0.14446,0.92311,0.37252,1.33824,-0.80198,0.42611,0.8746,-0.17018,-0.61889,-1.02788,-0.44149,0.51946,-0.9405,0.12906
GUT_0130,-0.06246,-0.10802,0.38458,0.22014,-0.15877,0.30926,1.27626,1.42667,-0.4805,-1.12112,-0.37989,0.08632,-1.93055,0.01759,-1.83203,-0.54114,-0.44125,-0.69319,0.698,1.03106,-0.26628,0.85013,-0.66852,0.35435,1.06041,0.15673,-0.74803,-1.11231,-0.53479,0.36114,-1.42978,-0.33561
GUT_0131,0.29578,0.32296,0.56147,0.04691,-0.63319,-0.17064,1.60602,1.03152,-0.52659,-1.25558,-0.40855,-0.01584,-2.14768,-0.37182,-0.94049,-1.01917,-0.36759,-0.24875,0.62009,0.97868,-0.30241,1.23519,-0.73291,0.31837,0.66699,0.02056,-1.20418,-1.01749,-0.50184,0.70934,-0.61272,0.09812
GUT_0132,-0.29649,-0.21518,0.53817,-0.07688,-0.31012,0.29921,1.10841,0.53756,-0.35862,-1.02096,-0.63408,0.15042,-2.34984,-0.03219,-1.16147,-0.84042,-0.69609,-0.63152,0.32711,1.33057,-0.57082,1.48289,-0.55046,0.19948,0.50976,-0.05705,-0.89327,-0.78002,-0.33231,0.15041,-0.86312,-0.41369
GUT_0133,0.04574,-0.15107,0.30271,0.0579,-0.41495,0.24294,1.66891,1.11047,-0.68396,-1.02805,-0.31506,0.35356,-2.57144,-0.39258,-1.23958,-0.91512,-0.05175,-0.78547,0.46235,0.67525,-0.39857,1.69014,-0.69414,0.38185,1.02189,-0.0238,-0.59494,-0.76971,-0.4552,0.13025,-0.95591,0.03047
GUT_0134,-0.20602,0.08736,0.4844,0.33717,-0.40403,0.68003,1.41122,0.72664,-0.11644,-0.95387,-0.61803,-0.12375,-2.58788,0.17097,-1.30191,-0.64685,-0.32906,-0.23582,0.54771,1.01311,0.05476,1.62605,-0.68676,0.44068,0.82105,0.16435,-0.40414,-0.82394,-0.5454,0.20805,-1.27407,-0.27311
GUT_0135,-0.30605,0.05078,0.69665,-0.31576,-0.42789,0.45899,1.46793,0.63427,-0.82277,-1.15586,-1.0224,0.4149,-2.23485,-0.33474,-0.90851,-0.42938,-0.63766,-0.54803,0.6084,1.72517,-0.06494,1.27841,-0.94184,0.54858,0.58837,0.25262,-0.61289,-0.85854,-0.52082,0.74251,-0.98962,0.25193
GUT_0136,0.01271,-0.00131,0.65625,0.05657,-0.83628,0.39164,1.86239,1.40186,-0.73519,-0.77696,-0.5744,-0.1572,-2.33755,-0.08907,-1.05335,-0.6799,-0.53485,-0.15813,0.4463,0.79156,-0.15911,1.36998,-0.77545,0.46565,0.94203,-0.06445,-0.42006,-1.01583,-0.39445,0.19297,-1.19306,-0.06904
GUT_0137,0.60496,-0.113,0.59088,-0.6105,-0.40118,0.19768,1.11871,0.80568,-0.58912,-1.33256,-0.68614,-0.03524,-2.33183,-0.29815,-1.4254,-0.99981,-0.3085,-0.19461,0.40244,0.87741,0.30121,1.26553,-0.49747,0.05127,1.17341,0.26828,-0.96292,-0.90093,-0.71434,0.14067,-1.3302,-0.16156
GUT_0138,0.02842,-0.05391,0.19507,0.13584,-0.65422,0.36869,0.62073,0.67799,-0.78755,-1.07611,-0.95546,-0.29478,-2.40617,-0.35003,-1.18816,-0.92726,-0.53154,-0.57609,0.42151,1.26393,-0.27961,1.23873,-0.31868,0.13421,0.63144,-0.31422,-0.96087,-0.95692,-0.57953,0.7577,-1.22073,-0.45178
GUT_0139,0.00667,-0.09846,0.68124,-0.0093,-0.55438,0.06074,0.66472,0.82957,-0.49077,-1.28566,-0.89102,-0.0355,-2.01043,-0.4716,-1.23663,-0.71505,-0.32602,-0.48242,0.69909,0.92297,0.04478,1.62592,-0.23966,0.79017,0.65771,0.45309,-1.12503,-1.05475,-0.39152,-0.11063,-0.99422,-0.08633
GUT_0140,0.43688,-0.11994,0.84987,0.35762,-0.07311,0.33623,1.44511,0.9233,-0.74849,-1.47507,-0.37365,-0.19539,-2.62921,-0.25965,-1.38322,-0.16089,-0.47907,0.23505,0.05929,0.86349,0.21036,1.20835,-0.83428,0.48425,0.72822,-0.08187,-0.55014,-0.99273,-0.42309,0.50686,-0.69817,0.00544
GUT_0141,-0.10475,0.32272,0.73541,0.03891,-1.06836,0.62715,1.51651,0.76655,-0.60421,-1.03329,-0.95675,0.22978,-2.26908,-0.44514,-1.34574,-0.835,-0.71761,-0.4039,-0.06083,0.99752,0.32365,1.45271,-0.8393,0.47072,1.06768,0.21838,-0.47138,-1.17089,-0.20367,-0.07493,-0.96852,-0.6081
GUT_0142,0.17292,0.58254,0.19744,0.13172,-0.48461,0.35024,1.45533,0.59787,-0.30176,-1.13946,-0.45052,0.02266,-2.11732,-0.55941,-1.01723,-0.88325,-0.45483,-0.13601,0.59191,1.26163,-0.019,1.03383,-0.39568,0.43228,0.97636,-0.25172,-0.75117,-0.79901,-0.34781,0.26519,-0.72832,-0.47144
GUT_0143,0.18908,0.00038,0.69,0.14027,-1.04611,0.48086,1.22619,1.3821,-1.01483,-1.54091,-0.53534,-0.4229,-2.52289,0.13233,-1.13582,-0.83325,-0.09799,-0.21333,0.47958,0.90794,0.19684,0.94894,-0.35078,0.59113,0.91402,0.60042,-0.67422,-0.83429,-0.67041,0.10356,-0.85553,-0.05757
GUT_0144,0.44651,-0.18976,0.73524,-0.2786,-0.32269,0.29417,1.70787,1.101,-0.58706,-1.71519,-0.99769,0.01396,-2.48868,-0.35168,-1.33798,-0.94577,-0.32673,-0.21223,0.80665,0.7902,0.40101,1.22837,-0.61661,0.8394,1.17565,-0.29165,-0.52885,-0.53765,-0.34709,0.38611,-1.25011,-0.21728
GUT_0145,-0.07561,-0.24321,0.43041,-0.08696,-0.70973,0.70806,1.66774,1.55091,-0.89531,-1.1765,-0.59312,-0.0985,-2.52339,0.00985,-1.00432,-0.21988,-0.82483,0.03931,0.28198,0.78274,0.09469,1.35183,-0.2579,-0.10055,1.19241,-0.14657,-0.9266,-1.43682,-0.30703,0.12051,-0.69704,-0.14006
GUT_0146,-0.15467,-0.4636,0.7655,-0.17051,-0.68832,0.36236,1.23515,0.9648,-0.52847,-1.14384,-0.89941,0.03784,-2.69662,-0.29383,-1.13809,-0.82045,-0.43494,0.03307,0.7625,0.49323,-0.29984,1.33439,-0.39973,0.25417,1.33677,0.24698,-0.96523,-1.14078,-0.65119,-0.19299,-1.07894,0.14028
GUT_0147,-0.02696,-0.33888,0.53633,-0.12161,-0.04453,0.29071,1.55814,1.02763,-0.84427,-1.01132,-0.47986,0.13631,-2.32888,-0.14983,-1.10483,-0.29889,-0.61328,-0.42882,0.12538,1.01293,-0.03915,1.81698,-0.93874,-0.1687,0.76821,0.02729,-0.9245,-0.35225,-1.17435,-0.06044,-1.14442,-0.09707
